time,RAD_2FIC6260_M,RAD_2SIC6853_M,RAD_2SP_HIC_ONP:2HCV6962.OUT,RAD_2SP_WATT_ONP:EIC6854AUTO.RO03,RAD_2EIC6854_M
2017-05-28 03:00:00,204.5454427,0.075358279,0,0,0.420639426
2017-05-28 04:00:00,491.6169005,3.175282322,4.616666667,1.443912329,10.75898593
2017-05-28 05:00:00,2575.113525,17.2886734,49.17083333,34.2324678,261.0760791
2017-05-28 06:00:00,2608.68099,17.2886734,56.04166667,37.74466054,320.5139798
2017-05-28 07:00:00,2289.118164,17.2886734,51.28958333,49.54593531,334.8275716
2017-05-28 08:00:00,2132.487406,17.2886734,51.975,49.61771852,324.9769483
2017-05-28 09:00:00,1726.667562,17.2886734,39.76875,36.99228478,270.2668632
2017-05-28 10:00:00,272.3013578,2.39704726,1.21875,0.240854199,5.37947984
2017-05-28 11:00:00,1360.218794,10.10447739,22.7125,15.34855677,97.75535173
2017-05-28 12:00:00,2444.823486,17.40000153,54.45458334,42.0322395,333.9281153
2017-05-28 13:00:00,2614.741923,17.40000153,58.38333333,37.60069786,321.3212224
2017-05-28 14:00:00,2627.880351,17.40000153,58,37.62812115,323.6819562
2017-05-28 15:00:00,1110.74235,7.642238885,24.40833333,18.53419069,134.0256411
2017-05-28 16:00:00,201.717355,0.088876969,0,0,0.420456648
2017-05-28 17:00:00,201.8953444,0.035061968,0,0,0.420456648
2017-05-28 18:00:00,1681.228278,11.82215911,42.86149363,21.74545378,178.5374143
2017-05-28 19:00:00,2354.804891,16.9880867,57,42.50021677,318.7037004
2017-05-28 20:00:00,2465.784993,16.9880867,55.125,40.07106098,323.6608172
2017-05-28 21:00:00,2488.808024,16.9880867,55,40.63156757,331.2192296
2017-05-28 22:00:00,2523.996948,16.9880867,55,40.44783198,332.6350389
2017-05-28 23:00:00,2534.459303,16.9880867,55,39.44366771,327.8062159
2017-05-29 00:00:00,2468.538513,16.9880867,55,39.46121376,318.1426331
